date,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Temp_Min,Temp_Max,Humidity_Min,Humidity_Max
2010-06-02,980.898,4198.8,0,656,8454,54,70,43,100
2010-06-03,1394.186,5982.0,2916,451,12304,54,75,44,77
2010-06-04,1420.554,6052.8,1695,397,12517,57,81,34,77
2010-06-05,2009.644,8777.0,10932,1253,12223,57,82,35,100
2010-06-06,1746.792,7615.0,7609,574,11365,63,72,56,94
2010-06-07,1012.082,4367.4,1821,488,6737,52,73,41,94
2010-06-08,1362.034,5808.6,1513,821,11374,61,72,53,82
2010-06-09,1534.682,6544.4,2774,4269,8255,59,64,77,100
2010-06-10,1215.19,5171.8,0,474,10870,61,75,65,100
2010-06-11,1470.672,6354.0,3439,468,11728,59,79,39,100
2010-06-12,1973.108,8414.8,2705,3657,16184,59,68,60,100
2010-06-13,1674.356,7286.4,4922,2516,9096,52,68,52,82
2010-06-14,1217.984,5203.8,958,473,10336,55,68,56,88
2010-06-15,1223.966,5217.0,0,488,10144,57,70,56,94
2010-06-16,1768.0919999999999,7464.6,1875,4999,10336,52,70,46,76
2010-06-17,1028.018,4393.4,0,488,8510,59,68,56,77
2010-06-18,1332.316,5682.2,977,454,11977,57,68,56,88
2010-06-19,1416.22,6068.4,2385,1803,9554,52,61,45,88
2010-06-20,1672.55,7091.2,1021,4195,12337,50,59,55,76
2010-06-21,1660.8899999999999,7124.6,3824,3525,11179,48,64,49,82
2010-06-22,1520.588,6597.6,968,6176,9230,50,73,35,94
2010-06-23,1442.064,6311.8,5740,1500,10188,52,77,36,94
2010-06-24,1095.78,4715.4,973,883,8090,55,82,32,82
2010-06-25,1099.438,4782.4,0,689,10466,59,82,28,82
2010-06-26,981.62,4323.8,921,1221,7939,61,84,33,82
2010-06-27,1139.964,5018.8,2665,764,7690,63,88,29,82
2010-06-28,1471.34,6296.4,0,809,12516,66,86,33,88
2010-06-29,1367.296,5988.6,1746,1978,8263,63,84,25,94
2010-06-30,1384.136,5895.0,398,806,5214,57,88,25,88
